anomalyID,sourceIPAddress,srcPort,destinationIPAddress,dstPort,taxonomy,heuristic,distance,nbDetectors,label
158,133.196.194.24,80,52.182.92.28,,mptplaHTTP,-0.117995,3,suspicious
158,133.196.195.3,443,52.182.92.28,,mptplaHTTP,-0.117995,3,suspicious
159,163.79.99.203,,5.172.182.78,,mptmp,-0.324235,2,suspicious
159,163.79.99.203,,,443,mptmp,-0.324235,2,suspicious
159,163.79.99.203,,,80,mptmp,-0.324235,2,suspicious
159,203.66.180.19,,5.172.182.78,443,mptmp,-0.324235,2,suspicious
159,203.66.180.19,,5.172.182.78,80,mptmp,-0.324235,2,suspicious
160,163.79.163.57,,58.81.150.114,443,ptmpla,-0.324235,2,suspicious
160,163.79.163.57,,58.81.150.105,443,ptmpla,-0.324235,2,suspicious
160,163.79.163.57,,58.81.150.101,443,ptmpla,-0.324235,2,suspicious
161,139.154.29.66,,,111,sntscSYN,-0.211341,2,suspicious
162,163.79.236.172,,,443,ptmp,-0.117995,3,suspicious
163,167.130.218.1,,,,icmp_error,-0.211341,2,suspicious
164,198.218.8.190,443,163.79.162.201,55169,alphfl,-0.211341,2,suspicious
164,198.218.8.190,443,163.79.162.201,55167,alphfl,-0.211341,2,suspicious
165,202.246.156.255,80,220.67.125.238,,point_to_point,-0.117995,3,suspicious
166,203.66.172.86,,,,ptmp,-0.211341,2,suspicious
167,217.139.170.30,49958,,,ptmp,-0.211341,2,suspicious
168,185.73.203.56,56490,,,mptmp,-0.084676,3,suspicious
168,185.40.17.238,65535,,8889,mptmp,-0.084676,3,suspicious
169,203.66.161.6,8333,101.64.5.234,56978,alphfl,-0.211341,2,suspicious
170,203.131.116.8,22,149.15.179.247,,mptpla,-0.211341,2,suspicious
170,203.131.116.10,22,149.15.179.247,,mptpla,-0.211341,2,suspicious
171,,443,163.79.3.224,,mptpla,-0.211341,2,suspicious
171,82.28.81.80,53,163.79.3.224,,mptpla,-0.211341,2,suspicious
172,,443,163.79.3.41,,mptp,-0.211341,2,suspicious
173,,80,163.79.161.133,,mptp,-0.07035,2,suspicious
173,,443,163.79.161.133,,mptp,-0.07035,2,suspicious
174,173.189.74.196,443,,,mptmp,-0.117995,3,suspicious
174,,443,163.79.163.34,,mptmp,-0.117995,3,suspicious
174,74.126.152.195,443,117.194.24.9,,mptmp,-0.117995,3,suspicious
175,37.161.125.236,443,117.194.24.9,,ptmpla,-0.211341,2,suspicious
175,37.161.125.236,443,163.79.163.177,,ptmpla,-0.211341,2,suspicious
176,,443,163.79.162.87,,mptp,-0.211341,2,suspicious
177,,443,163.79.162.20,,mptp,-0.211341,2,suspicious
177,,27019,163.79.162.20,58521,mptp,-0.211341,2,suspicious
178,,443,163.79.162.177,,mptmp,-0.211341,2,suspicious
178,,443,163.79.162.154,,mptmp,-0.211341,2,suspicious
179,,443,216.145.14.181,,mptp,-0.211341,2,suspicious
180,,53,203.66.180.19,,ntscUDPUDPrp,-0.211341,2,suspicious
181,203.66.161.5,8333,173.220.73.14,5674,alphfl,-0.211341,2,suspicious
182,163.79.98.55,,195.182.73.145,30303,salphfl,-0.211341,2,suspicious
183,203.66.161.5,8333,212.228.2.1,45398,salphfl,-0.211341,2,suspicious
184,203.66.164.91,53,203.66.180.19,,mptpla,-0.211341,2,suspicious
184,203.66.164.66,53,203.66.180.19,,mptpla,-0.211341,2,suspicious
185,,993,5.51.222.7,,mptpla,-0.211341,2,suspicious
185,133.196.194.68,143,5.51.222.7,,mptpla,-0.211341,2,suspicious
186,,,207.33.143.56,49020,ntscTCPRSTACKrp,-0.211341,2,suspicious
187,133.196.194.68,143,92.48.57.2,,alphfl,-0.211341,2,suspicious
188,181.182.182.1,55447,,,ptmp,-0.324235,2,suspicious
189,,443,163.79.0.28,,mptp,-0.211341,2,suspicious
189,,27019,163.79.0.28,54994,mptp,-0.211341,2,suspicious
190,80.164.251.114,,,52869,ntscSYN,-0.05917,2,suspicious
191,,443,163.79.163.130,,mptmp,-0.211341,2,suspicious
191,,443,163.79.162.12,,mptmp,-0.211341,2,suspicious
192,,443,163.79.162.6,,mptmp,-0.211341,2,suspicious
192,,443,163.79.188.223,,mptmp,-0.211341,2,suspicious
193,,443,163.79.99.203,,mptp,-0.05679,2,suspicious
193,,80,163.79.99.203,,mptp,-0.05679,2,suspicious
194,,,203.66.165.80,80,mptpHTTP,0.23635,6,anomalous
195,31.14.180.52,443,202.246.159.15,,alphfl,0.3128,7,anomalous
196,,,203.66.164.120,123,mptmp,0.38214,8,anomalous
196,,,203.66.180.19,123,mptmp,0.38214,8,anomalous
197,216.11.201.221,5061,,5060,ntscUDPOther,0.16763,5,anomalous
198,37.210.82.32,53924,,123,ntscUDPOther,0.26602,7,anomalous
199,81.56.154.132,,133.217.105.246,6566,alphfl,0.45828,9,anomalous
200,23.147.66.200,6332,,5060,ntscUDPOther,0.03667,4,anomalous
201,203.66.165.131,,206.49.235.57,,ipv4gretun,0.25505,6,anomalous
201,203.66.165.131,,204.204.42.254,,ipv4gretun,0.25505,6,anomalous
202,46.241.17.119,5103,,5060,ntscUDPOther,0.25505,6,anomalous
203,,443,,,mptmp,0.60015,11,anomalous
203,46.241.98.103,54558,,,mptmp,0.60015,11,anomalous
204,,443,216.145.14.181,,mptmp,0.0667,4,anomalous
204,,443,163.79.188.223,,mptmp,0.0667,4,anomalous
205,,443,163.79.162.116,,mptp,0.31995,6,anomalous
206,202.248.205.195,,,53,ptmp,0.41632,7,anomalous
206,202.248.205.195,,,443,ptmp,0.41632,7,anomalous
207,46.241.98.103,54558,,,mptmp,0.53342,10,anomalous
207,58.85.45.5,9090,,22,mptmp,0.53342,10,anomalous
208,,,163.79.136.161,3800,mptmp,0.28295,5,anomalous
208,,443,163.79.144.202,,mptmp,0.28295,5,anomalous
209,203.174.7.200,,203.66.164.73,,sptpDoSIC,0.18557,3,anomalous
210,203.66.170.199,,,,ptmp,0.38272,6,anomalous
211,,,203.66.170.199,,mptp,0.41632,7,anomalous
212,,,203.66.160.146,993,mptpla,0.01352,3,anomalous
212,80.91.192.187,,203.66.160.146,587,mptpla,0.01352,3,anomalous
213,,,0.0.0.0,,empty,0.02559,1,anomalous
214,0.0.0.0,,,,empty,0.02559,1,anomalous
215,,443,,,mptmp,0.18343,5,anomalous
216,,,203.66.169.57,53,mptp,0.15223,4,anomalous
217,,443,202.246.159.15,,mptp,0.6016,11,anomalous
218,60.130.222.188,,,8800,ntscSYN,0.3128,7,anomalous
218,60.130.222.188,,,8880,ntscSYN,0.3128,7,anomalous
218,60.130.222.188,,,8000,ntscSYN,0.3128,7,anomalous
219,103.255.203.81,49442,,22,ntscSYN,0.07265,5,anomalous
220,192.217.108.216,53,203.66.173.165,,ptpposcaUDP,0.10618,3,anomalous
221,,53,203.66.165.11,,icmp_error,0.10618,3,anomalous
221,,,203.66.165.11,,icmp_error,0.10618,3,anomalous
222,117.250.85.137,,,3306,ntscSYN,0.39255,8,anomalous
223,,,133.217.64.85,50348,mptp,0.10618,3,anomalous
224,203.66.164.71,,203.66.180.19,53,mptpla,0.10618,3,anomalous
224,203.66.180.19,,203.66.180.19,53,mptpla,0.10618,3,anomalous
224,203.66.160.242,,203.66.180.19,53,mptpla,0.10618,3,anomalous
225,,443,163.79.161.234,,rflatUDP,0.0667,4,anomalous
226,,,150.201.222.117,54756,mptp,0.10618,3,anomalous
227,,,150.201.223.42,54756,mptp,0.10618,3,anomalous
228,,53,203.66.164.71,,ntscUDPUDPrp,0.2194,5,anomalous
228,,,203.66.164.71,53,ntscUDPUDPrp,0.2194,5,anomalous
229,,443,163.79.163.216,,mptp,0.13461,4,anomalous
229,8.201.187.135,53,163.79.163.216,,mptp,0.13461,4,anomalous
230,,,133.217.64.53,50356,mptp,0.13461,4,anomalous
231,,53,163.79.91.141,,ntscUDPUDPrp,0.10618,3,anomalous
232,,,195.213.74.146,,ntscUDPUDPICrp,0.10618,3,anomalous
233,,,133.217.66.74,50348,mptp,0.10618,3,anomalous
234,,,203.66.162.240,53,mptpHTTP,0.10618,3,anomalous
234,,,203.66.162.240,,mptpHTTP,0.10618,3,anomalous
235,,,150.201.223.58,54748,mptp,0.10618,3,anomalous
236,5.51.222.42,53544,,,ptmp,0.11133,5,anomalous
237,,53,133.10.85.141,,ntscUDPUDPrp,0.13461,4,anomalous
237,,,133.10.85.141,53,ntscUDPUDPrp,0.13461,4,anomalous
238,210.76.200.82,,163.79.47.245,53,mptpla,0.16732,4,anomalous
238,210.76.200.83,,163.79.47.245,53,mptpla,0.16732,4,anomalous
239,,,203.66.164.92,53,ntscUDPUDPrp,0.10618,3,anomalous
240,,,203.66.164.65,53,ntscUDPUDPrp,0.10618,3,anomalous
241,,53,163.79.90.26,,ntscUDPUDPrp,0.10618,3,anomalous
241,,,163.79.90.26,,ntscUDPUDPrp,0.10618,3,anomalous
242,,,150.201.222.106,54748,mptp,0.10618,3,anomalous
243,,443,163.79.3.5,,mptp,0.10618,3,anomalous
244,,443,202.248.205.255,,mptp,0.31287,7,anomalous
244,208.68.32.222,53,202.248.205.255,,mptp,0.31287,7,anomalous
245,185.73.203.56,56490,,,ptmp,0.41632,7,anomalous
246,,53,202.248.205.195,,mptp,0.10618,3,anomalous
246,,443,202.248.205.195,,mptp,0.10618,3,anomalous
247,,443,163.79.166.20,,mptmp,0.42524,7,anomalous
247,,443,200.39.176.77,,mptmp,0.42524,7,anomalous
248,74.126.144.200,443,,,mptmp,0.047,3,anomalous
248,38.107.178.9,443,163.79.163.15,,mptmp,0.047,3,anomalous
249,,443,163.79.162.136,,mptp,0.32776,7,anomalous
250,,53,202.246.159.237,,ntscUDPUDPrp,0.10618,3,anomalous
251,162.127.88.142,443,,,ptmp,0.38272,6,anomalous
252,,,203.66.172.108,80,mptpHTTP,0.19674,6,anomalous
253,203.66.172.108,80,,,ptmpHTTP,0.22967,5,anomalous
254,202.246.159.15,,,443,ptmp,0.10855,4,anomalous
255,46.241.98.103,54558,,,mptmp,0.53342,10,anomalous
255,173.160.219.160,40696,,5093,mptmp,0.53342,10,anomalous
256,,443,163.79.163.130,,mptp,0.0667,4,anomalous
257,74.126.152.248,443,163.79.163.200,,ptmpla,0.28295,5,anomalous
257,74.126.152.248,443,163.79.228.79,,ptmpla,0.28295,5,anomalous
258,220.83.240.118,23424,,22,ntscSYN,0.53342,10,anomalous
259,1.33.121.142,53,203.66.169.4,,ptpposcaUDP,0.0667,4,anomalous
260,193.109.59.124,53,,,mptmp,0.09478,4,anomalous
260,,53,163.79.91.166,,mptmp,0.09478,4,anomalous
260,,53,203.66.160.141,,mptmp,0.09478,4,anomalous
261,198.218.9.122,49609,,,ptmp,0.3128,7,anomalous
262,38.107.178.13,443,163.79.161.166,60930,alphfl,0.047,3,anomalous
262,38.107.178.13,443,163.79.161.166,60929,alphfl,0.047,3,anomalous
263,,443,163.79.230.86,,mptp,0.38272,6,anomalous
263,,80,163.79.230.86,,mptp,0.38272,6,anomalous
264,203.66.160.200,80,1.165.79.95,38150,alphflHTTP,0.047,3,anomalous
265,133.196.189.29,,14.190.147.104,80,alphflHTTP,0.047,3,anomalous
266,,443,163.79.161.249,,mptp,0.047,3,anomalous
267,193.109.59.124,53,,,mptmp,0.12729,4,anomalous
267,,53,163.79.91.162,,mptmp,0.12729,4,anomalous
267,,53,203.66.160.141,,mptmp,0.12729,4,anomalous
268,203.147.255.183,,,33891,ntscSYN,0.10669,5,anomalous
268,203.147.255.183,,,33892,ntscSYN,0.10669,5,anomalous
269,,443,203.66.174.145,,mptp,0.047,3,anomalous
269,,80,203.66.174.145,,mptp,0.047,3,anomalous
270,133.196.179.198,,,443,ptmp,0.10855,4,anomalous
271,92.48.57.160,48981,,,mptmp,0.19727,6,anomalous
271,146.25.178.153,47746,,,mptmp,0.19727,6,anomalous
271,85.95.116.240,55229,,,mptmp,0.19727,6,anomalous
272,,443,163.79.161.236,,mptmp,0.047,3,anomalous
272,,443,163.79.163.242,,mptmp,0.047,3,anomalous
273,80.164.251.114,,,52869,ntscSYN,0.12729,4,anomalous
274,216.197.57.62,443,163.79.3.224,,ptmpla,0.047,3,anomalous
274,216.197.57.62,443,163.79.162.158,,ptmpla,0.047,3,anomalous
275,193.31.93.80,50385,,,ntscSYN,0.0667,4,anomalous
275,93.235.78.70,48526,,8088,ntscSYN,0.0667,4,anomalous
