srcIP	dstIP	label	attack	transcription
192.168.10.9	192.168.10.3	0	Normal	""PP""""PP""PP""PP""""PP""PP""PP""PP""PP""PP""""PP""PP""PP""""PP"P"PPP""PP""""RR""""PPPP""PP""""RTR""""PP""$$PPRR""""PPPP%%PPPP""PP""PP""PP""$P$PRR""""PPPP""PP""$$RR""PPPP$'%PPPP""PP""PP""""""##QQ""!!!!!!!!!!""""PPPPPP""""!!!!!!!!!!!!!!""""PPPPPPPP""""!!!""PP""""PP"P"PPP""PP""""RR""""PPPP""PP""$$RR"P"PPP!!""PP""""PP""PP$'%PPPP""PP""PP""PP""""PP""PP""PP""""PP""""PP""PPPP""PP""""RR""""PPPP"P"P""$P$PRR""""PPPP%%PPPP""PP""PP""PP""PP""PP""""""""PP""""RTR""%%PPPP""PP""$P$PRR""""PPPP""PP""PP""%%PPPP""PP""PP""RR""PP""$$RR"P"PPP""PPP""$&#PPP""PPPP""PP""""PP""""PP""PP""$P$PRR"P"""PPP""PP""$$RR""PPPP$'$PP""PP""PP""PP""PP""PP""PP""PP""PP""QQ""!!!""PP""PP""PP""PP""$$PPRR""""PPPP%%PPPP""PP""PP""PP""PP""PP""""""PP""%%PPPP""QQ""PP""%%PPPP""PP""PP""RR""PP""PP""""""PPPP!!!!!!!!""PP""""""PPPPPPPP""""""""PP""PP""PP""""!!!!!!!!!!!""""PPPPPP""""
192.168.10.5	192.168.10.3	0	Normal	""PP""""PP""PP""PP""""PP""PP""PP""PP""PP##QQ""PP""""RTR""""PP""""PP""PP""PP""""PP""""PPPPPP""""PP"P"PPP""PP""""RR""""PPPP""""PP"""""RR"PP""""PP""PP$$PP""PP""$$PPRR"""P"PRPP"R"""PPPP"""P"P""$$%%PPRR"P"PPPPP$'%PP""PPPP"PP"""PP""PP""PP""""PP""PP""""PP""""PP""PPPP""PP""""RR""""PPPP""PP""$P$PR"R"""PPPP%%PPPP""PP""PP""PP""PP""PP""PP""""RTR""%%PPPP""PP""$$PPRR""""PPPP""PP""""""""PP""PP""%%PPPP""PP""PP##RR""""""""PP""P$$PRR"P"""PPP""PP""$$RR"P"PPP$'%PPPP""PP""PP""PP""PP""PP""QQ""PP""PP""PP""QQ""PP""QQ""PP""PP""PP""QQ##PP""PP""QQ""PP""PP""RURRUV""S""PP""QQ""PP""PP""PP""PP""PP""PP""PP""""PPPP""""PP""QQ""!""PP""PP""PP""PP""PP""""!!!!!!""PP""""RTR""%%PPPP""PP""PP""PP""PP""PP""""PP""%%PPPP""PP""PP""""PP""PPPP""PP""""RR""""PPPP""PP""$$PPRR""""PPPP##PP"P"""PPP"""P"PPP""PP""PP""PP""PP"P"P"P"P""!!!!!""PP""!!""PPPP"""PPPP"""!!!!!!!!!!!!!!!!!!!!!!!!!!!""PP!!""PPPP""
192.168.10.15	157.55.240.89	0	Normal	"P""RRQ""P"P"
192.168.10.14	184.50.238.233	0	Normal	"P""PP""P"!!!!!!!!!"P!!!!!!!!!!"P!!!!!!!!!!"P!!!!!!!!!!"P!!!!!!!!!!"P
192.168.10.15	64.4.54.254	0	Normal	"P""RRQ""P##PP"!!!#$PP"!#$PP"!!!!##PP#)#PPP#%PP"!!!!!!!!!!!!!!!!!#$PP"
192.168.10.15	134.170.51.247	0	Normal	"P""RRQ""P"#PQ"#PQ""$$PRRR"R"R"URRR"R"R"RR"Q"#PS""$$PRS""$PRRR""P"
192.168.10.14	52.11.17.245	0	Normal	"P""PRR""P""P"!!!!!!!!!"P!!!!!!!!!!"P!!!!!!!!!!"P!!!!!!!!!!"P!!!!!!!!!!"P
192.168.10.14	52.10.50.117	0	Normal	""P""P""PPRR"RR""""PP""P"!!!!!""PP"!!!!"P!!!!!!!!!!"P!!!!!!!!!!"P!!!!!!!!!!"P!!!!!!!!!!"P
192.168.10.14	72.21.91.29	0	Normal	"""P"""PP"""""PP"QPPP"QQ"""!!!!!""P"P"!!"P""PQ"!"""PPP!!!!!!!!"P!"""PPP!!!!!!!!"P!"""PPP!!!!!!!!"P!"""PPP!!!!!!!!"P!"""PPP!!!!!""PQPQ""!!!"P
192.168.10.14	23.15.4.17	0	Normal	""PP""""PPRRR"RQ"Q""""""P"PPP"PP
192.168.10.14	52.84.26.182	0	Normal	"P""PRRQ""P"!!!!!""P"
192.168.10.15	23.15.4.16	0	Normal	"P""PRRR"R""R"RRR"U"""RR"R"U""RR"R"U""RRR"R""R"RRR"R""R
192.168.10.5	157.55.240.89	0	Normal	"P""RRQ""PP"PP""P"!"P"
192.168.10.5	23.63.226.169	0	Normal	"P""PP"
192.168.10.5	65.55.242.254	0	Normal	"P""RR"Q"P"$PQ"""P"P""RR"Q"P##PQ"P""P""RR"Q"P"$'PP'PS""$,PPPRRR"R"Q!!!"#PS""P"!!"P""RR"Q"P##PQ"P""P""RR"Q"P"$#PRRR"R"Q"P""P""RR"Q"P"$'P%PPR""P"
192.168.10.15	23.207.50.189	0	Normal	"P""PRRR"Q""P"P"
192.168.10.14	172.217.17.110	0	Normal	"P""PRRR""PPP"""")P$P,P'P,P)PPPPPPPPPPPQP""P!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"PP"
192.168.10.15	64.4.54.98	0	Normal	"P""RRR"R"P"P"Q"""P
192.168.10.14	74.125.29.108	0	Normal	"P"!!!"PRRQ""P"PP"P"P"P"P"PP"PP"P"PP""PP"PPP"""P
192.168.10.14	172.217.10.14	0	Normal	"P""PQ"!!!!!!!!!"P!!!!!!!!!!"P!!!!!!!!!!"P!!!!!!!!!!"P!!!!!!!!!!"P
192.168.10.15	23.199.172.161	0	Normal	"P""PRRQ""P"S"
192.168.10.14	172.217.12.174	0	Normal	"P""PRRR""""PPPP""PP"RR"RR"RR"RR"P""PPR"RRR""RR"RR"RR"RR"RR"RRP"""PPR"RRR""RR"RR"RR"RR"RR"RR"RR"RR"RR"RR"RR"RR"RR"RRR"RR"RR"RR"RR"RR"RR"RR"RR"RR"RR"RR"RR"R"RR"RR"RR"RR"RR"RR"RRR"""PPR"QP""P!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"PP"
192.168.10.15	13.107.4.50	0	Normal	"P""PQ"!!!!!"PRRU"P"!!!!"PRRU"T"!!"PRRR""UU"!"PRRU"RT"!"PRRR""U"UR"RR"RR"RU""!"PRRR""U"UR"RR"RR"RR"R"UR"UR"RU"U"U"U"P""PRRR""U"UR"RR"RU"U"U"R""UR"RR"RU"U"U"R"RR"RR"RU"U"RR"U"RRR""U"UR"RR"RU"U""RRP""PRRU"R"XRR"URR"URR"URR"UU"U"U"U"U"U"R"RU"U"U"RR"R"RRR"R"RR"RR"RU"X""UR"R"RU"R"RR"RR"RR"RR"RU"U"U"U"U"R"RR"RR"RU"U"R"RR"RU"U"RR"RUR"R"XRU"RU"R""PRRR""U"UR"RR"RR"RU""UR"U"UR"RR"RU"R"RR"RR"RU"RR"RR"RR"U"R"RR"RR"RR"RU"U"U"R"RU"U"U"U"RR"X""RRU""RRU""RRU""RRU"S"R"RR"RU"U"U""RRR"U"UU"R""RRR""R""RU"""U"R""R"U"R"R"""UR"R""U"R""R"U"R"R"R"R"""UR"R""U"R""R""URT"""R"R""RR""RR""RR""RR""RR""RR""RU""R""RU""R""RU""R""RU""R""RU""R""U"R""U"R""RR"""UR"U"""RR"U"""RR"U"""RR"R"""UR""R"U"R"R"S""R""PRP"""RR"R""U"RP""R"R"R""U"R"R""RRR"""PR""RRU""""PR"R""RR"R""PRRR""U"UR"RR"RR"RU""UR"U"UR"RR"RR"RR"RU"U"U"R"RR"RU"U"U"R"RR"RR"RR"RU"R"UR"U"U"R"RRR"X""RR"UR"U"RR"X""RRU""US"R"RR"RU"R"R"RR"RR"RU"U"U"R"RR"RRR"RU"U"U"R"RR"RU""UR"RR"RU""UR"RR"RR"URR"UU"U"U"R"RRR""UU""UU"R"RR"RR"RU"U"R"RR"RR"RU"R"RU"U"X""RRR"U"U"R"RRR"U"RR"URR"RU""UR"RR"RU""URR""UU"R"RR"RR"RU""UR"RR"RR"U"RU"U"R"RR"RR"RU""UR"RR"RU"R"RU""UU"R"RR"RR"RU""UR"RR"RR"R"RRR"RR"RU""UR"RR"R"UR"RR"RR"RR"R"RR"UR"X""RRU""RRU""RRU""UR"RR"RR"RR"RU""UR"RR"RU"U"R"R"UR"RR"R"UR"X""RRU""UR"RR"RR"R"UU"R"RR"RR"RR"RR"R"U"UU"R"RR"RU""UU"R"RR"RU""UR"RR"RU"U"U"R"RR"RU"U"R"RR"RR"RU"R"RR"RR"RU""RRR"UR"RU"U"U"RR"R"RR"RRU"R"R"RRQ""PRRR""U"UR"RR"RR"RU""UR"U"UR"RR"RR"RU"U"R"RR"RU"U"R"RR"RU"U"R"RU"U"U"R"RR"RU"R"RR"RU"X"R"RU""RRU""RRU""RRU""US"R"RR"RR"RU""X"RR"URR""U"R"R""RR""RU"""U"R""R""UR"R""U"R""R""UR"R""U"R"U"""RR"U"""U"R"R""U"R""R"U"R""R"U"R""R"U"R"R"""UR"R""U"R"R"""UR"R""U"R""R""UR"R""U"R""R""UR"U"""RR"U"""RR"U"""RR"U"""U"R""RR""R"U"R"R"""U"R"RR""RR"R"UR"""R"RRR"R"RR"RR"RR"RR"RU"U"U"R"U"RR"UR"X""RRU""RRU""UR"RR"RRR"U"R"RR"RR"RR"R"UR"RU""RRU""RRU""RUR""UR"RR"RR"R"UU"R"RR"RR"RR"R"UR"RR"RR"R"UR"R"RRR"RR"R"RR"RR"RR"RR"RRR"RR"RU"RU"U"R"RR"RR"RU"U"RR"U"U"R"RR"RU"U"R"RR"RU"RR"RR"RR"R"RRU""RU"R"RR"RR"RR"RU"U"U"U"U"RR"R"RR"UR"R"U"UR"RR"RR"RU"U""UR"RR"RRQ""RRR"R"RRR"R"UR"RR"UR"RU"U"U"U"R"RR"RU"U"R"RR"RU"U"RR"U"U"U"R"RR"RU"U"U"RR"R"RRR"RR"RR"RR"RR"RU"R"RR"RR"RU""UR"RRR"U""UU"R"RR"RU"U"R"RR"RU"U"R"RR"RU""RR"RRR"U"RR"R"UR"U"R"RRR"RR"RR"R"RR"RR"RU"U"U"R"RR"RR"RR"RU"U"U"U"R"RR"RR"RU"U"R"RR"RR"RRR"RR"RR"RR"RR"RR"R"RRR"RU"R"R"RR"RRR"RR"RR"RR"R"UU"R"RR"RR"RU"RRR"RU"U"U"R"URR"R"RR"U"UR"RU""RRR"U"RR"RR"RR"RR"RR"RR"RU""RRR"RR"RR"RR"RU""UR"RR"RR"RR"RU""RRU""UR"RR"RR"RR"RU""RRU""RRR"U"RR"R"UR"X"R"R"UR"X"R"U"RR"U"RR"RR"RR"RR"RR"RU"U"U"R"RR"RR"U"R"RR"RU"U"R"RX"R"R"UR"RR"RR"RR"RU"R"RR"RU""RRR""UU"R"RR"RR"RU"U"RR"RR"RR"RR"R"UU"R"RR"RU"U"U"R"RR"RR"RU"R"U"R"RR"RR"RRR"RR"RR"RR"R"RR"RR"RU"RR"RR"RR"R"UU"R"RR"RR"RR"R"RRR"RR"RU""UR"RR"R"RR"RR"RR"RRR"RR"RU""UR"RR"RU""UR"RR"R""PRRR""U"UR"RR"RU"R"RU"U"RU"R"RR"RR"RR"RR"RU"U"U"U"R"RR"RU"U"U"U"U"R"RR"RR"RU"U"U"U"R"UR"X"R"RR"R"RR"RU"U"RR"RRR"R"RU"U"U"R"RR"RR"R"RRU""RU"R"RR"RR"RU"R"UR"RR"RR"R"UU"R"RR"RR"RU""UR"RR"RR"R"UU"R"RR"R"RRR"R"RR"RR"RR"RU"U"U"U"R"UR"RR"RR"RR"RU"U""UR"RR"RU""UR"RR"RU""UR"RR"RR"RU""UR"RR"RR"URR"URR"URR"R"UR"R"RR"RR"RR"RU"U"R"RR"RU"U"RR"RR"RR"RR"RRR""UR"RR"RU""UR"RR"RU""UR"RR"RR"R"UR"RR"RU""UR"R"RR"RU"U"U"R"RRR"RR"RR"R"RR"RR"RU"U"U"R"RR"RU"X"R"RU""UR"RR"RR"RR"RRR""RUR""RU"R"RR"RU"R"UR"X""UR"RR"RU""UR"RR"RR"R"UU"R"RR"R"RRR"RR"RR"RR"RR"R"UU"R"RR"RR"RU""UR"RR"RR"R"UU"R"RR"RU"U"R"RR"R"UR"X"R"U"RR"R"UR"X""RRR"U"U"U"U"R"RR"RU"U"R"RR"RRR"RR"RR"RR"RR"R"UU"R"RR"RR"RU""UR"RR"R"UR"RU""UR"RR"U"RR"U"RR"U"RR"RU""RRR"U"RU""RRU""RRU""RRU""RRU""RRU""UR"RR"RR"R"UR"R"RR"RRR"U"R"RR"UR"U"RR"RR"R"RR"RR"RR"RU"R"RR"RU"U"R"RR"RU"RR"RR"RR"R"UU"R"RR"RU"U"R"RR"RU"U"U"R"RR""URR"UU"U"U"U"U"U"RR"RU""UR"RR"RR"RR"R"UR"RR"RR"RR"R"RR"RR"RR"RU"U"RR"R"RR"RU"U"U"U"R"RR"RR"UR"R"RU"R"RR"RR"RRR"RR"RU""UR"RR"RU"U"R"RR"RU"U"R"RR"RU"R"RR"RR"URR"R"UR"R"RRR"URR"URR"URR"UU"U"U"U"RR"RR"RR"U"R"RR"RR"RU"U"U"RR"U"RR"RR"U"U"R"RR"RU"U"R"RR"UR"X""UR"RR"RR"RU"U""UR"RR"RR"RR"RR"RR"RR"RT"R"RX"U"R"RRR"R"RR"RU"U"U"R"RR"RU"U"R"RR"RR"RU"R"RU"U"U"U"R"RR"RR"RU"U"U"R"RR"RU"RR"U"R"RR"RR"RR"RR"UU"R"RU"R"RRR""UU"R"RR"RR"R"RRR"R"RRR"U"RR"RR"U"U"R"RR"RRR"URR"R"UR"RR"RR"URR"URR"URR"URR"URR"UU"U"RR"U"RR"U"U"U"U"U"U"QR"R"RR"UR"R"UR"RR"RU"R"RR"RU""UR"R"RRR"R"RR"RRR"RR"R"U"UR"RR"RR"R"UR"RR"R"RR"RRR"RR"RU""UR"R"RR"RR"RU"R"RU"U"U"R"U"URR"R"RR"R"UU"R"RR"RU"U"U"R"RR"RU""UR"RR"RR"R"UU"R"RR"RR"RU"R""URR"R"RRR"RR"RU""UR"RR"R"RRR"R"RR"RR"RRR"U"R"RR"RR"RU"U"R"RR"RR"RR"RU"U"RR"URX"U"U"U"R"RR"RU"U"R"RR"RU"U"U"R"RR"RR"RR"RU"U"U"U"U"U"U"R"RR"RU"U"U"U"R"RRR"RR"R"UR"RR"RU"R"RR"RR"R"RR"RR"RRR"RR"RR"U"RR"RR"RU""UR"RR"RU""UR"U"RR"URR"URR"URR"UU""UU"R"RR"RR"RU"U"U"U"R"RR"RU"U"U"R"RRR"R"RU"U"U"U"U"R"RR"RU"U"RR"RR"RR"RR"U"RR"RR"RR"U"R"RRR"R"RR"RRR"URR"UU"U"U"U"U"R"RR"RU"U"R"RR"RR"RR"RR"RU"RR"RR"RR"U"U"R"RR"RU"U"R"RR"RU"U"U"U"R"RR"RU"R"RR"UR"X""UR"RR"RR"RU"U""UR"RR"RR"RR"RR"RR"R"RRR"RU""RRR"RR"RR"RR"R"RR"RR"RU"U"U"R"RR"RR"RU"U"U"U"R"RR"RU"U"U"U"U"U"R"RR"RR"RU"U"U"RR"U"RR"U"R"RR"RU"U"R"RR"RU"U"RU"U"U"R"RR"RR"RU"U""UR"RR"RU"U"R"RR"RR"RR"RU"RRU"R"R"RR"RR"RRR"RR"RR"RR"RR"R"UR"RR"RR"R"UU"R"RR"RU"U"R"RR"R"UR"RR"RR"RU""RRR"U"RU"RRU"RRR"URR"UU"U"U"U"R"RR"RU"U"U"U"R"RR"RR"RR"RU"R"RU"U"U"U"R"RR"RU"R"RRR"RR"RR"RS""PRRR"R""URR"U"RX"RR"URU"RU"U"U"U"R"RR"RR"RU"U"U"U"R"RU"U"U"R"RR"RR"RU"U"U"R"RR"RR"RU"U"U"U"R"RR"RR"X"R"US""X"RR"U"RR"UR"RU"U"RR"U"U"U"U"R"RR"RR"RR"RU"U"R"RR"R"R""RR""RR""RR""RR""RR""RR"R""RR""RU""R""RU""R""RR""RR""RR""R"U"U""R""RR""RRR""R""RR""RR""RR""RU""R""R"U"R""R""UR"R""U"R""R""UR"U"""U"R"R"""UR"R"""UR"R""U"R""RR""RR""RU""R""RU""R""RR""RR""RR""RR""R"U"R"R"""UR"R""U"R""U""RR"U"""RR"U"""RRU""""RR"U"""RR""RR"R""RRR"U""U""RRR"RU"U"R"RR"RR"U"R"RR"RR"RR"RU"X""RRU""RRU""RRU""RRU""UR"RR"RU""UR"RR"RU""UR"RR"R"UR"X"R"R"UR"U"RR"R"UR"X""RRU""RRU""RRU""RRU""RRR"U"RR"U"U"U"U"R"RR"UR"X""RRU""RRR"RR"RR"R""XRR""UU"R"RR"RR"RU"RR"R"RR"RU"R"RR"RQR"R"RRU""RUR""UU"R"RR"RU"U"U"R"RR"RR"RU"U"U"R"RR"RR"R"RR"RU"U"R"RR"RR"RU"U"R"RRR"RR"RU""UR"RR"RR"U"RR"R"UR"X""RRU""RRU""UR"RR"RU""UR"RR"RR"R"UR"R"RRR"R"RR"RR"RU"RR"X""RRU""RRR"U"RR"U"RR"U"RR"U"U"R"RRR"RU"X"RR"RR"RR"URR"UU"U"QR"U"U"RR"X""RRR"RR"RR"R"RR"RR"RU"U"R"RR"RU"U"R"RU"U"U"R"RRR"R"UR"X""RRU""UR"RR"R"UR"X""RRU""UR"RR"RR"R"UU"R"RRQ"R"RR"RR"R"UR"URR"URR"R"UU"R"RR"URR"R"RRR"RU"R"RR"RR"RU""UR"RR"RU""UR"RR"RU""UR"RR"RU""UR"RR"RU""UR"RR"RR"RR"RR"RRR""U"RR"RR"RR"RR"RU"U"R"RR"RR"RU"U"U"U"R"RR"RU"U"U"R"RR"RU"U"U"R"RR"RU"U"R"RR"RU"U"U"U"U"U"R"RRR"R"RR"RR"RR"RU"U"RR"R"RR"RR"RR"RU"U"U"RR"RR"RR"R"UU"R"RR"RR"RU"U"U"U"R"R"UR"X""RRU""RRU""UR"RR"RR"R"UU"R"RR"RR"RR"R"RR"RRR"R"RR"RR"RU"Q"UR"R"RRR"RR"R"RRU""RUR""RU"U"RR"U"RR"U"RR"RR"U"R"RR"RU"U"R"RR"RU"U"R"RR"RU"U"R"RR"RU"U"R"RR"RRR"R"RR"RU"U"R"RR"RU"RRU"R"XRR"U"U"RU"R""URR"U"RX"RRU"R""XRR"U""UU"RR"R"UR"RU""UR"RR"RR"RU"U"U"R"RR"RR"RU"U""RRR"R"RR"RRR"URRR"RR"RRR"RU"R"RU"R"R"RR"RRR"RR"RR"R"UR"RR"RR"R"UR"RR"RR"URR"URR"U"RR"URR"U"R"RU"R"RRR"RR"RU""UR"RR"RR"RU"U""UR"RUR"R"RR"RR"RU"U"U"R"RR"RU"U"U"R"RR"RRU"R"RR"RR"RU""UR"RR"RR"RU"R"R"RR"RR"RU"U"U"R"RR"RR"RU"U"R"RR"RU"U"RR"RU""UR"RR"RRR""UR"R"RRR"R"RRR"RR"R"RR"RU"U"R"RR"RU"U"R"RU"U"U"RR"URR"R"UR"URR"U"RR"URR"U"U"R"RR"RR"RU"U"U"U"RU"U""UR"RR"RR"RU"U""UR"RR"RR"R"UR"RR"RR"RR"R"RRU"RRR"R"RR"RR"RR"RU"U"R"RR"UR"R"UR"RR"R"UR"RR"RR"R"UR"RR"RR"RR"RU"U""UR"RR""URR"URR"URR"URR"UU"U"RR"U"RR"U"RR"U"RR"U"RR"U"RR"RR"RR"R"RR"RU"RR"RR"R"UR"U"U"X""UR"RR"RU""UR"RR"RU"U"U"R"RR"RR"R"RRR"R"RR"RU"U"U"R"RU"U"U"U"RR"UR"RU"U"U"U"R"RR"RR"RU"U"R"RR"RU"U"U"R"RRR"U"RR"RR"R"RR"RR"RU"R"RR"RU"U"R"RR"RRR"URR"URR"URR"URR"URR"UU"RR"RR"RR"RR"RU""UR"RR"RR"RU"RRR"U"RX"RR"U"RU"RRR"U""UU""UU"R"RR"RR"RU"U"RR"RR"RR"RR"R"RRR"RU"R"URR"URR"RU""UR"R"RR"RU"U"R"RR"RU"U"RR"R"UR"RU""UR"RR"RR"RU"U"R"RR"RU"U""UR"RR"RR"R"UU"R"RR"RU"U"U"RR"R""URR"URR"URR"URR"URR"U"RR"RR"RU""UR"RR"RR"URR"URR"URR"URR"R"RRR"U"U"U"R"RR"RR"RRR"R"RRR"R"UU"R"RR"RU""RRR"URU"RRR"URR"URR"URR"UU"U"U"U"U"U"RR"R"RR"RR"RU"RR"RR"U"R"RRR"RR"U"RR"RR"RU"R"R"RR"RU"U"R"RR"RU"U"U"R"RR"RR"RU"R"RRU""UR"RR"RU""UR"RR"RR"RR"RR"R"RR"RR"RU"RR"U"U"U"R"UR"R"UU"R"RR"RU""UR"RR"RU""UR"RR"RU""UR"RR"RR"R"UU"R"RR"RR"RR"RR"RR"RR"RR"RU"U"U"R"R"UR"RU""RRU""RRU""RRR"U"U"U"R"RR"RU"U"U"U"U"R"RR"RR"RU"U"RR"RR"RU"U"U"R"RR"RR"RU""UR"RR"RU""UR"RR"RU""UR"RR"RU""UR"URU"RRU"R"RRR"RRR"RR"R"UR"RR"RR"RR"RU""RRU""UR"RR"RU"U"U"R"RR"RR"RU""RRU""UR"R"UR"X""UR"RR"RR"RS"
192.168.10.14	54.200.60.113	0	Normal	"P""PRS""#P"P"!!!!!!!!!"P!!!!!!!!!!"P!!!!!!!!!!"P!!!!!!!!!!"P!!!!!!!!!!"P
192.168.10.5	23.15.4.17	0	Normal	"P""PP"!!!!!"RRR"R"!!!"RRR""U"!!"RRR"R"R"U!"RR"R"U"RR""RR"R"UU"U"R"R"T"
192.168.10.5	184.84.243.216	0	Normal	"P""PP"!"PR"R"P!!"PR"RS"!"PR"RS"!"PR"RR"R"U"R!"PR"RR"R"R"UU"U"U""U!"PR"RU"R"R"U"RX"R"R"RR"R"RRR""R"R"R""R"RR""U"R"R"P""PR"RU"R"R"U"RX""RR"U"RX"R"R"U"UU"R""R"U""U"R"R"R"R"""U"R"RR"R"P"!"P"PR"RR"R"R"UU"U"R"R"UU"X"R"R"U"UU"R"R"RR"RR"R"Q""R"RR"""U"R"X"""RR""R""U"U"R""R""U""SR"R"R""RR"R""R""U"S"!"P"PR"RR"R"R"U"UU"R"R"UX""RR"U"UU"R"R"U"UU"R"R""RR"U"Q"R"R"R"R"Q"
192.168.10.9	63.238.216.16	0	Normal	"P""PPP""P
192.168.10.15	131.253.61.82	0	Normal	"P""RRR"R"Q""P"$(PPRRR"R"R"U""P!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"P""X"R""P"$(PPRR"RR"R"URP"""P
